time,gFx,gFy,gFz,TgF
22:11:15:379,-0.0640,0.1681,0.9887,1.005
22:11:15:381,-0.0360,0.1761,0.9887,1.005
22:11:15:576,-0.0240,0.1441,1.0247,1.035
22:11:15:577,-0.0240,0.1121,1.0767,1.083
22:11:15:578,-0.0120,0.1281,1.1047,1.112
22:11:15:580,0.0120,0.1361,1.0407,1.050
22:11:15:581,0.0440,0.1481,0.9286,0.941
22:11:15:582,0.0680,0.1521,0.8806,0.896
22:11:15:584,0.0801,0.1361,0.8966,0.910
22:11:15:585,0.0881,0.1081,0.8886,0.899
22:11:15:587,0.0720,0.0921,0.8446,0.853
22:11:15:588,0.0320,0.1081,0.8926,0.900
22:11:15:589,-0.0200,0.1241,1.1168,1.124
22:11:15:591,-0.1121,0.1321,1.5050,1.515
22:11:15:592,0.2242,0.2322,0.7125,0.782
22:11:15:594,0.1281,0.1441,0.9046,0.925
22:11:15:599,-0.0680,0.0761,1.1768,1.181
22:11:15:606,-0.2041,0.0240,1.3849,1.400
22:11:15:616,-0.2282,0.0440,1.5330,1.551
22:11:15:669,-0.3002,0.0560,1.4050,1.438
22:11:15:670,-0.1441,0.0961,1.0167,1.031
22:11:15:671,-0.0360,0.1401,0.7805,0.794
22:11:15:672,-0.0120,0.1081,0.6524,0.661
22:11:15:673,0.0520,0.0841,0.6284,0.636
22:11:15:676,-0.0040,0.0400,0.7805,0.782
22:11:15:686,-0.0480,0.0080,0.9366,0.938
22:11:15:696,-0.1481,-0.0240,0.9086,0.921
22:11:15:778,-0.2402,0.0120,0.9526,0.983
22:11:15:780,-0.2001,0.0761,1.0447,1.066
22:11:15:782,-0.2161,0.0961,1.1047,1.130
22:11:15:783,-0.2802,0.0360,1.1488,1.183
22:11:15:785,-0.2962,-0.0040,1.1047,1.144
22:11:15:787,-0.2602,0.0440,1.0047,1.039
22:11:15:788,-0.1961,0.1121,0.8806,0.909
22:11:15:789,-0.1921,0.1361,0.7685,0.804
22:11:15:790,-0.2242,0.1361,0.8246,0.865
22:11:15:803,-0.2922,0.1201,0.9967,1.046
22:11:15:809,-0.3322,0.1121,1.2088,1.259
22:11:15:859,-0.3082,0.0921,1.3089,1.348
22:11:15:861,-0.2722,0.1361,1.2448,1.282
22:11:15:862,-0.2402,0.1401,1.2328,1.264
22:11:15:864,-0.2362,0.1281,1.2208,1.250
22:11:15:866,-0.2322,0.1001,1.2809,1.306
22:11:15:868,-0.2041,0.0761,1.2448,1.264
22:11:15:877,-0.1521,0.0680,1.1848,1.196
22:11:15:923,-0.1241,0.0761,1.1168,1.126
22:11:15:925,-0.1241,0.0480,1.0807,1.089
22:11:15:927,-0.1361,0.0240,1.0967,1.105
22:11:15:928,-0.1201,0.0160,1.1368,1.143
22:11:15:929,-0.1401,0.0040,1.0807,1.090
22:11:15:938,-0.1161,-0.0200,1.1088,1.115
22:11:15:946,-0.1241,-0.0320,1.1368,1.144
22:11:15:992,-0.1281,-0.0440,1.1648,1.173
22:11:15:996,-0.1081,-0.0480,1.1208,1.127
22:11:15:999,-0.0841,-0.0080,0.9807,0.984
22:11:16:0,-0.0921,0.0160,0.8886,0.894
22:11:16:2,-0.1041,0.0200,0.8286,0.835
22:11:16:10,-0.1401,0.0200,0.8246,0.837
22:11:16:17,-0.1361,0.0520,0.7765,0.790
22:11:16:26,-0.1921,0.0160,0.7925,0.816
22:11:16:76,-0.2201,0.0240,0.8406,0.869
22:11:16:78,-0.2482,0.0200,0.9126,0.946
22:11:16:79,-0.2121,0.0240,0.9206,0.945
22:11:16:82,-0.2201,0.0280,0.8886,0.916
22:11:16:83,-0.2442,0.0640,0.8806,0.916
22:11:16:91,-0.2522,0.0520,1.0007,1.033
22:11:16:96,-0.2642,0.0480,1.0927,1.125
22:11:16:106,-0.2722,0.0360,1.2008,1.232
22:11:16:117,-0.2522,0.0400,1.2248,1.251
22:11:16:126,-0.2402,0.0640,1.1608,1.187
22:11:16:175,-0.2201,0.0881,1.0487,1.075
22:11:16:176,-0.2121,0.1281,1.0327,1.062
22:11:16:177,-0.2282,0.1601,1.1248,1.159
22:11:16:179,-0.2642,0.1361,1.1408,1.179
22:11:16:181,-0.2522,0.1041,1.0887,1.122
22:11:16:189,-0.2282,0.1001,1.0127,1.043
22:11:16:197,-0.2362,0.1321,0.9687,1.006
22:11:16:206,-0.2402,0.1321,0.9767,1.014
22:11:16:217,-0.2242,0.1041,1.0847,1.113
22:11:16:226,-0.2562,0.0520,1.2368,1.264
22:11:16:236,-0.2362,-0.0040,1.2929,1.314
22:11:16:247,-0.1841,-0.0080,1.2729,1.286
22:11:16:303,-0.1241,-0.0080,1.1728,1.179
22:11:16:304,-0.1161,0.0120,1.0887,1.095
22:11:16:305,-0.1321,-0.0080,1.0647,1.073
22:11:16:306,-0.1201,-0.0120,1.0527,1.060
22:11:16:308,-0.1161,-0.0320,1.0607,1.068
22:11:16:309,-0.1081,-0.0360,1.0407,1.047
22:11:16:461,-0.1281,-0.0280,1.0847,1.093
22:11:16:462,-0.1761,-0.0280,1.0927,1.107
22:11:16:463,-0.2161,-0.0360,1.1168,1.138
22:11:16:465,-0.2282,-0.0440,1.0527,1.078
22:11:16:466,-0.2121,-0.0160,0.9967,1.019
22:11:16:468,-0.2041,0.0120,0.9486,0.970
22:11:16:469,-0.2041,0.0160,0.9206,0.943
22:11:16:470,-0.2121,0.0320,0.9086,0.934
22:11:16:471,-0.2282,0.0360,0.9086,0.938
22:11:16:473,-0.2121,0.0400,0.8926,0.918
22:11:16:474,-0.2161,0.0480,0.8686,0.896
22:11:16:476,-0.2242,0.0400,0.8846,0.913
22:11:16:477,-0.2602,-0.0280,1.3929,1.417
22:11:16:479,-0.1681,0.0080,1.1968,1.209
22:11:16:652,-0.1401,0.1001,1.0367,1.051
22:11:16:653,-0.1441,0.1481,0.9607,0.983
22:11:16:655,-0.1641,0.1201,0.9246,0.947
22:11:16:656,-0.1801,0.0841,0.9647,0.985
22:11:16:658,-0.2001,0.0440,1.0447,1.065
22:11:16:659,-0.1681,0.0320,1.1648,1.177
22:11:16:660,-0.1441,0.0080,1.1928,1.202
22:11:16:663,-0.1321,0.0120,1.0687,1.077
22:11:16:664,-0.1561,0.0200,0.8726,0.887
22:11:16:665,-0.1601,0.0240,0.7365,0.754
22:11:16:667,-0.1881,0.0320,0.7325,0.757
22:11:16:668,-0.2121,0.0080,0.8406,0.867
22:11:16:669,-0.2802,0.0120,1.0567,1.093
22:11:16:670,-0.3402,-0.0280,1.2569,1.302
22:11:16:679,-0.3402,-0.0600,1.3729,1.416
22:11:16:686,-0.3202,-0.0520,1.3409,1.380
22:11:16:738,-0.2522,0.0000,1.1968,1.223
22:11:16:740,-0.2402,0.0600,1.0727,1.101
22:11:16:741,-0.2562,0.1001,1.0447,1.080
22:11:16:742,-0.2602,0.0961,1.0367,1.073
22:11:16:744,-0.2562,0.1001,1.0287,1.065
22:11:16:753,-0.2282,0.0961,0.9727,1.004
22:11:16:758,-0.2201,0.1201,0.9246,0.958
22:11:16:805,-0.1921,0.1281,0.9046,0.934
22:11:16:807,-0.2322,0.0961,1.0287,1.059
22:11:16:808,-0.2682,0.0400,1.1488,1.180
22:11:16:809,-0.2402,0.0160,1.1848,1.209
22:11:16:812,-0.2362,-0.0080,1.0647,1.091
22:11:16:820,-0.2121,0.0200,0.9566,0.980
22:11:16:826,-0.2201,0.0280,0.9607,0.986
22:11:16:881,-0.2201,-0.0040,0.9767,1.001
22:11:16:882,-0.1921,-0.0440,0.9607,0.981
22:11:16:883,-0.1801,-0.0480,0.9807,0.998
22:11:16:885,-0.2001,-0.0400,1.0767,1.096
22:11:16:886,-0.2602,-0.0320,1.2569,1.284
22:11:16:887,-0.2882,-0.0480,1.4170,1.447
22:11:16:897,-0.2562,-0.0761,1.3169,1.344
22:11:16:906,-0.1721,-0.0520,1.0167,1.032
22:11:16:916,-0.1561,0.0120,0.8726,0.887
22:11:16:927,-0.1761,0.0720,0.8686,0.889
22:11:16:981,-0.2282,0.0280,0.9446,0.972
22:11:16:983,-0.2802,-0.0320,0.9847,1.024
22:11:16:984,-0.3002,-0.0801,0.9847,1.033
22:11:16:986,-0.2562,-0.0520,0.9406,0.976
22:11:16:987,-0.2522,0.0040,0.9006,0.935
22:11:16:988,-0.2722,0.0320,0.8686,0.911
22:11:16:997,-0.3042,0.0120,0.9006,0.951
22:11:17:6,-0.3682,-0.0080,1.0447,1.108
22:11:17:16,-0.4523,-0.0480,1.3689,1.443
22:11:17:28,-0.4603,-0.0600,1.5771,1.644
22:11:17:84,-0.3923,-0.0841,1.5090,1.561
22:11:17:86,-0.3242,-0.0160,1.2569,1.298
22:11:17:87,-0.3002,0.0360,0.9887,1.034
22:11:17:88,-0.2722,0.0801,0.8566,0.902
22:11:17:89,-0.2362,0.1081,0.8326,0.872
22:11:17:90,-0.2282,0.0961,0.8085,0.846
22:11:17:98,-0.2602,0.0440,0.8005,0.843
22:11:17:106,-0.2802,0.0200,0.8846,0.928
22:11:17:116,-0.2642,-0.0080,1.0927,1.124
22:11:17:126,-0.3002,-0.1041,1.3609,1.398
22:11:17:175,-0.3242,-0.0801,1.5210,1.557
22:11:17:178,-0.3482,-0.0841,1.4009,1.446
22:11:17:179,-0.3322,-0.0881,1.0367,1.092
22:11:17:181,-0.2482,-0.0680,0.7925,0.833
22:11:17:182,-0.2041,-0.0600,0.6925,0.724
22:11:17:190,-0.1841,-0.0280,0.6484,0.675
22:11:17:196,-0.1881,0.0160,0.6404,0.668
22:11:17:206,-0.2001,0.0120,0.6284,0.660
22:11:17:216,-0.2161,0.0000,0.6885,0.722
22:11:17:291,-0.1921,-0.0120,0.8286,0.851
22:11:17:293,-0.1881,-0.0961,1.0167,1.038
22:11:17:295,-0.2282,-0.1441,1.0567,1.091
22:11:17:296,-0.3522,-0.0841,0.9807,1.045
22:11:17:298,-0.3843,-0.0080,0.9206,0.998
22:11:17:299,-0.3522,0.0240,0.8766,0.945
22:11:17:300,-0.2962,0.0280,0.8766,0.926
22:11:17:301,-0.2402,0.0120,0.9326,0.963
22:11:17:314,-0.2322,0.0080,0.9486,0.977
22:11:17:322,-0.2522,0.0160,0.9647,0.997
22:11:17:326,-0.2602,0.0480,1.0047,1.039
22:11:17:336,-0.2802,0.1121,1.1248,1.165
22:11:17:384,-0.2922,0.1001,1.2248,1.263
22:11:17:386,-0.3082,0.0600,1.2488,1.288
22:11:17:387,-0.3162,0.0320,1.2368,1.277
22:11:17:388,-0.3282,0.0320,1.2408,1.284
22:11:17:390,-0.3282,0.0480,1.1488,1.196
22:11:17:510,-0.3122,0.0640,1.0647,1.111
22:11:17:511,-0.3042,0.1041,1.0327,1.082
22:11:17:512,-0.3042,0.1041,1.0167,1.066
22:11:17:513,-0.2802,0.0961,0.9927,1.036
22:11:17:515,-0.2562,0.0640,1.0567,1.089
22:11:17:516,-0.2602,0.0280,1.2128,1.241
22:11:17:517,-0.2562,-0.0320,1.2569,1.283
22:11:17:519,-0.2522,-0.0520,1.1928,1.220
22:11:17:520,-0.2322,-0.0440,1.0607,1.087
22:11:17:521,-0.2121,-0.0080,0.9887,1.011
22:11:17:522,-0.2001,-0.0200,0.9246,0.946
22:11:17:523,-0.2081,-0.0480,0.9006,0.926
22:11:17:524,-0.1961,-0.0400,0.8526,0.876
22:11:17:526,-0.1521,-0.0440,0.8366,0.851
22:11:17:542,-0.1481,-0.0280,0.8366,0.850
22:11:17:547,-0.1841,-0.0320,0.9086,0.928
22:11:17:556,-0.2322,-0.0280,1.0727,1.098
22:11:17:730,-0.2402,-0.0440,1.1608,1.186
22:11:17:732,-0.2282,-0.0640,1.1608,1.185
22:11:17:733,-0.2201,-0.0600,1.0887,1.112
22:11:17:734,-0.2121,-0.0360,1.0647,1.086
22:11:17:735,-0.2322,0.0000,1.0807,1.105
22:11:17:737,-0.2362,-0.0080,1.0367,1.063
22:11:17:738,-0.2282,-0.0080,0.9927,1.019
22:11:17:740,-0.2322,0.0040,0.9727,1.000
22:11:17:741,-0.2442,0.0280,0.9727,1.003
22:11:17:743,-0.2682,0.0440,1.0367,1.072
22:11:17:744,-0.2722,0.0160,1.0447,1.080
22:11:17:745,-0.2802,-0.0040,1.0287,1.066
22:11:17:746,-0.2041,-0.0320,1.0887,1.108
22:11:17:747,-0.1881,-0.0080,1.1248,1.140
22:11:17:796,-0.2081,-0.0360,1.2048,1.223
22:11:17:798,-0.2402,-0.0320,1.2609,1.284
22:11:17:799,-0.2402,-0.0480,1.2689,1.292
22:11:17:800,-0.2242,-0.0480,1.1928,1.215
22:11:17:801,-0.2362,-0.0280,1.0847,1.110
22:11:17:811,-0.2522,0.0000,1.0527,1.082
22:11:17:852,-0.2642,0.0120,1.0967,1.128
22:11:17:854,-0.2682,-0.0040,1.1608,1.191
22:11:17:857,-0.2642,-0.0160,1.1568,1.187
22:11:17:858,-0.2722,0.0000,1.0967,1.130
22:11:17:859,-0.3002,0.0040,1.0687,1.110
22:11:17:867,-0.3202,0.0120,1.0327,1.081
22:11:17:913,-0.3122,0.0040,0.9927,1.041
22:11:17:915,-0.3002,-0.0120,0.9727,1.018
22:11:17:916,-0.2962,-0.0040,0.9566,1.001
22:11:17:918,-0.3002,0.0120,0.9847,1.029
22:11:17:919,-0.3242,0.0240,0.9967,1.048
22:11:17:928,-0.3442,0.0160,1.0167,1.074
22:11:17:936,-0.3202,0.0120,1.0087,1.058
22:11:17:979,-0.3002,0.0040,1.0047,1.049
22:11:17:981,-0.3042,0.0200,1.0727,1.115
22:11:17:982,-0.3042,0.0200,1.1368,1.177
22:11:17:983,-0.3122,-0.0080,1.1768,1.218
22:11:17:991,-0.2802,-0.0240,1.1728,1.206
22:11:17:996,-0.2482,-0.0040,1.0847,1.113
22:11:18:8,-0.2282,0.0120,0.9887,1.015
22:11:18:16,-0.2602,0.0400,1.0247,1.058
22:11:18:26,-0.3042,0.0360,1.1488,1.189
22:11:18:36,-0.3202,0.0000,1.2729,1.313
22:11:18:87,-0.3082,-0.0440,1.2408,1.279
22:11:18:90,-0.2682,-0.0240,1.1168,1.149
22:11:18:91,-0.2682,0.0160,1.0527,1.086
22:11:18:92,-0.2882,0.0200,1.0127,1.053
22:11:18:93,-0.3082,0.0200,0.9967,1.043
22:11:18:101,-0.3042,-0.0080,0.9847,1.031
22:11:18:106,-0.3002,-0.0320,1.0047,1.049
22:11:18:118,-0.3202,-0.0440,1.0447,1.094
22:11:18:127,-0.3362,-0.0160,1.0927,1.143
22:11:18:136,-0.3562,-0.0160,1.1368,1.191
22:11:18:146,-0.3282,-0.0160,1.0927,1.141
22:11:18:207,-0.2882,-0.0320,1.0287,1.069
22:11:18:209,-0.2842,-0.0440,0.9927,1.033
22:11:18:210,-0.3282,-0.0200,1.1408,1.187
22:11:18:211,-0.3522,-0.0160,1.2248,1.275
22:11:18:213,-0.3482,-0.0200,1.2208,1.270
22:11:18:214,-0.2842,-0.0360,1.1007,1.137
22:11:18:224,-0.2642,-0.0120,1.0007,1.035
22:11:18:229,-0.2562,0.0360,0.9727,1.006
22:11:18:236,-0.3162,0.0440,1.0207,1.069
22:11:18:246,-0.3002,-0.0040,1.0847,1.126
22:11:18:296,-0.3002,-0.0400,1.0887,1.130
22:11:18:298,-0.3322,-0.0280,1.1568,1.204
22:11:18:299,-0.3642,0.0080,1.2208,1.274
22:11:18:301,-0.3843,0.0320,1.2088,1.269
22:11:18:302,-0.3402,-0.0160,1.1047,1.156
22:11:18:310,-0.3242,-0.0480,0.9647,1.019
22:11:18:316,-0.3162,-0.0120,0.8966,0.951
22:11:18:326,-0.3002,0.0320,0.8085,0.863
22:11:18:336,-0.3082,0.0320,0.8206,0.877
22:11:18:380,-0.3002,0.0040,0.8726,0.923
22:11:18:382,-0.2882,-0.0080,0.9847,1.026
22:11:18:383,-0.2882,-0.0240,1.0927,1.130
22:11:18:384,-0.3242,-0.0400,1.2649,1.306
22:11:18:386,-0.2922,-0.0400,1.2488,1.283
22:11:18:398,-0.2522,-0.0360,1.1568,1.184
22:11:18:407,-0.2522,-0.0240,1.1328,1.161
22:11:18:416,-0.2802,0.0160,1.1608,1.194
22:11:18:426,-0.2922,0.0280,1.1448,1.182
22:11:18:436,-0.2402,0.0120,1.0567,1.084
22:11:18:552,-0.1921,0.0160,0.9446,0.964
22:11:18:553,-0.2001,0.0440,0.8566,0.881
22:11:18:556,-0.2442,0.0640,0.9126,0.947
22:11:18:558,-0.3122,0.0360,1.0527,1.099
22:11:18:559,-0.3723,-0.0160,1.1848,1.242
22:11:18:561,-0.3723,-0.0480,1.3169,1.369
22:11:18:563,-0.3162,-0.0280,1.3049,1.343
22:11:18:565,-0.2482,-0.0080,1.1648,1.191
22:11:18:566,-0.2242,0.0160,1.0647,1.088
22:11:18:567,-0.2362,0.0400,1.0567,1.084
22:11:18:569,-0.2282,0.0520,1.0367,1.063
22:11:18:570,-0.2121,0.0200,1.0327,1.054
22:11:18:571,-0.1881,0.0040,1.0047,1.022
22:11:18:600,-0.1841,0.0160,1.0327,1.049
22:11:18:602,-0.2161,0.0280,1.1088,1.130
22:11:18:603,-0.2562,0.0120,1.2849,1.310
22:11:18:659,-0.2722,-0.0480,1.4650,1.491
22:11:18:662,-0.2402,-0.0640,1.3769,1.399
22:11:18:663,-0.1841,-0.0440,1.1928,1.208
22:11:18:665,-0.1641,-0.0200,1.0447,1.058
22:11:18:666,-0.1881,0.0400,1.0007,1.019
22:11:18:667,-0.1961,0.0560,1.0047,1.025
22:11:18:669,-0.2001,0.0360,0.9406,0.962
22:11:18:803,-0.1801,0.0000,0.9166,0.934
22:11:18:805,-0.1881,0.0000,0.9927,1.010
22:11:18:806,-0.2522,0.0240,1.2008,1.227
22:11:18:807,-0.3082,0.0080,1.3969,1.431
22:11:18:808,-0.2842,-0.0480,1.4009,1.430
22:11:18:810,-0.1841,-0.0761,1.1528,1.170
22:11:18:811,-0.1481,-0.0360,0.9887,1.000
22:11:18:812,-0.1881,0.0520,0.9607,0.980
22:11:18:813,-0.2442,0.0801,0.9807,1.014
22:11:18:814,-0.2482,0.0560,0.9647,0.998
22:11:18:817,-0.2081,0.0000,0.8966,0.920
22:11:18:819,-0.2041,-0.0040,0.9086,0.931
22:11:18:820,-0.3402,0.0360,1.2408,1.287
22:11:18:821,-0.3362,-0.0160,1.3009,1.344
22:11:18:831,-0.2802,-0.0600,1.2889,1.320
22:11:18:877,-0.2562,-0.0400,1.2689,1.295
22:11:18:879,-0.2722,0.0000,1.2008,1.231
22:11:18:880,-0.2722,0.0040,1.1088,1.142
22:11:18:881,-0.2522,0.0080,1.0207,1.051
22:11:18:882,-0.2402,0.0240,0.9246,0.956
22:11:18:891,-0.2402,0.0720,0.8766,0.912
22:11:18:931,-0.2282,0.0640,0.8926,0.924
22:11:18:937,-0.2562,0.0360,0.9767,1.010
22:11:18:939,-0.2802,-0.0040,1.1128,1.147
22:11:18:941,-0.2882,-0.0240,1.2168,1.251
22:11:18:942,-0.2882,-0.0280,1.2569,1.290
22:11:18:952,-0.2682,-0.0160,1.2248,1.254
22:11:19:11,-0.2482,-0.0040,1.1968,1.222
22:11:19:13,-0.2522,0.0080,1.1768,1.204
22:11:19:14,-0.2362,0.0160,1.1007,1.126
22:11:19:15,-0.2041,0.0280,1.0367,1.057
22:11:19:18,-0.1641,0.0600,0.9406,0.957
22:11:19:19,-0.1241,0.0801,0.9086,0.921
22:11:19:20,-0.1401,0.0520,0.9206,0.933
22:11:19:31,-0.1681,0.0360,0.9647,0.980
22:11:19:36,-0.1681,-0.0040,1.0447,1.058
22:11:19:46,-0.2121,0.0000,1.1368,1.156
22:11:19:96,-0.2121,-0.0160,1.2288,1.247
22:11:19:98,-0.1681,-0.0160,1.1808,1.193
22:11:19:101,-0.1081,-0.0120,1.0487,1.054
22:11:19:103,-0.0720,0.0200,0.9006,0.904
22:11:19:104,-0.0881,0.0520,0.9446,0.950
22:11:19:112,-0.1601,0.0921,1.1088,1.124
22:11:19:118,-0.2362,0.0640,1.3329,1.355
22:11:19:126,-0.2362,-0.0040,1.4970,1.516
22:11:19:176,-0.2001,-0.0400,1.4410,1.455
22:11:19:179,-0.1001,0.0400,1.2609,1.265
22:11:19:180,-0.0761,0.0881,1.0767,1.083
22:11:19:181,-0.0961,0.1281,1.0127,1.025
22:11:19:183,-0.1561,0.1121,1.0447,1.062
22:11:19:191,-0.2041,0.1041,1.0567,1.081
22:11:19:196,-0.2081,0.0801,1.1168,1.139
22:11:19:246,-0.2121,0.0320,1.1408,1.161
22:11:19:248,-0.1721,0.0240,1.1408,1.154
22:11:19:249,-0.1641,0.0320,1.1168,1.129
22:11:19:251,-0.1521,0.0000,1.0367,1.048
22:11:19:252,-0.1521,-0.0280,0.9887,1.001
22:11:19:260,-0.1921,0.0080,1.0087,1.027
22:11:19:267,-0.2522,-0.0120,1.0527,1.083
22:11:19:312,-0.2522,-0.0240,1.0647,1.094
22:11:19:314,-0.2282,-0.0160,1.0247,1.050
22:11:19:316,-0.1881,-0.0160,0.9406,0.959
22:11:19:318,-0.1641,0.0080,0.8446,0.860
22:11:19:319,-0.1961,0.0440,0.8686,0.892
22:11:19:329,-0.2482,0.0280,1.0287,1.059
22:11:19:336,-0.2962,-0.0160,1.1368,1.175
22:11:19:346,-0.3242,-0.0520,1.2168,1.260
22:11:19:356,-0.3282,-0.0400,1.1728,1.219
22:11:19:366,-0.3122,0.0240,1.0727,1.117
22:11:19:376,-0.2722,0.0440,0.9566,0.996
22:11:19:423,-0.2682,0.0560,0.9086,0.949
22:11:19:426,-0.2642,0.0640,0.9006,0.941
22:11:19:427,-0.2562,0.0560,0.9286,0.965
22:11:19:429,-0.2522,0.0200,0.9326,0.966
22:11:19:430,-0.2522,0.0320,1.0447,1.075
22:11:19:439,-0.2762,0.0520,1.1248,1.159
22:11:19:446,-0.3082,0.0320,1.2168,1.256
22:11:19:608,-0.3082,-0.0120,1.2328,1.271
22:11:19:609,-0.2762,-0.0160,1.2048,1.236
22:11:19:611,-0.2242,-0.0080,1.0647,1.088
22:11:19:612,-0.1761,0.0120,0.9486,0.965
22:11:19:613,-0.1721,0.0400,0.8526,0.871
22:11:19:614,-0.1921,0.0761,0.8326,0.858
22:11:19:615,-0.2242,0.0400,0.9446,0.972
22:11:19:617,-0.2161,0.0000,1.0247,1.047
22:11:19:618,-0.1921,-0.0160,1.0967,1.114
22:11:19:619,-0.1921,0.0000,1.1968,1.212
22:11:19:620,-0.2442,0.0320,1.3769,1.399
22:11:19:621,-0.2882,-0.0400,1.3849,1.415
22:11:19:623,-0.2041,0.0881,0.7965,0.827
22:11:19:641,-0.1841,0.0600,0.7805,0.804
22:11:19:642,-0.1801,0.0320,0.8126,0.833
22:11:19:652,-0.2201,0.0320,0.9607,0.986
22:11:19:656,-0.3202,0.0160,1.1368,1.181
22:11:19:667,-0.3723,-0.0480,1.2168,1.273
22:11:19:676,-0.2802,-0.0200,1.2208,1.253
22:11:19:723,-0.2161,0.0080,1.0807,1.102
22:11:19:726,-0.1921,0.0560,0.9687,0.989
22:11:19:727,-0.2682,0.0520,0.9566,0.995
22:11:19:728,-0.2642,0.0520,0.9967,1.032
22:11:19:729,-0.2602,0.0761,1.0047,1.041
22:11:19:880,-0.2402,0.0560,1.0007,1.031
22:11:19:881,-0.2322,0.0440,1.0287,1.055
22:11:19:883,-0.2322,0.0640,1.0127,1.041
22:11:19:884,-0.2682,0.0520,1.0167,1.053
22:11:19:886,-0.3002,0.0280,1.0767,1.118
22:11:19:887,-0.3162,0.0040,1.1368,1.180
22:11:19:897,-0.2762,-0.0040,1.0927,1.127
22:11:19:898,-0.2402,0.0000,1.0247,1.052
22:11:19:899,-0.2161,0.0120,0.9446,0.969
22:11:19:900,-0.2081,0.0320,0.8886,0.913
22:11:19:901,-0.2282,0.0240,0.9086,0.937
22:11:19:902,-0.2522,0.0000,1.0007,1.032
22:11:19:903,-0.2562,-0.0400,1.1328,1.162
22:11:19:904,-0.2482,-0.0360,1.0727,1.102
22:11:19:906,-0.2322,-0.0160,1.0367,1.063
22:11:19:957,-0.2362,0.0040,1.0207,1.048
22:11:19:959,-0.2201,0.0120,1.0447,1.068
22:11:19:960,-0.2041,0.0080,1.0207,1.041
22:11:19:961,-0.2001,0.0040,0.9847,1.005
22:11:19:964,-0.2161,0.0320,0.9887,1.013
22:11:19:975,-0.2362,0.0360,1.0247,1.052
22:11:19:976,-0.2402,0.0280,1.0527,1.080
22:11:19:986,-0.2402,0.0160,1.0207,1.049
22:11:19:996,-0.2322,0.0160,1.0167,1.043
22:11:20:43,-0.2362,0.0400,1.0407,1.068
22:11:20:44,-0.2242,0.0480,1.0887,1.113
22:11:20:46,-0.2041,0.0360,1.1047,1.124
22:11:20:48,-0.1641,0.0280,1.0127,1.026
22:11:20:49,-0.1481,0.0400,0.9246,0.937
22:11:20:57,-0.1361,0.0560,0.8446,0.857
22:11:20:66,-0.1561,0.0881,0.8606,0.879
22:11:20:76,-0.1881,0.0761,0.9767,0.998
22:11:20:86,-0.2121,0.0360,1.1047,1.126
22:11:20:146,-0.1881,0.0000,1.1088,1.125
22:11:20:148,-0.1481,0.0320,1.0567,1.068
22:11:20:149,-0.1641,0.0640,0.9967,1.012
22:11:20:150,-0.1841,0.0680,1.0087,1.028
22:11:20:151,-0.1801,0.0640,1.1047,1.121
22:11:20:152,-0.1481,0.0280,1.0647,1.075
22:11:20:162,-0.1401,0.0360,1.0687,1.078
22:11:20:166,-0.1321,0.0520,0.9486,0.959
22:11:20:175,-0.1281,0.0841,0.9326,0.945
22:11:20:186,-0.1521,0.1041,0.9647,0.982
22:11:20:246,-0.1881,0.0841,1.0887,1.108
22:11:20:247,-0.2041,0.0520,1.1208,1.140
22:11:20:249,-0.2001,0.0120,1.1328,1.150
22:11:20:250,-0.1761,0.0320,1.0767,1.092
22:11:20:251,-0.1601,0.0720,0.9967,1.012
22:11:20:252,-0.1681,0.0680,0.9366,0.954
22:11:20:261,-0.1641,0.0560,0.9446,0.960
22:11:20:266,-0.1881,0.0480,0.9767,0.996
22:11:20:276,-0.1961,0.0320,1.0887,1.107
22:11:20:286,-0.2041,0.0240,1.1648,1.183
22:11:20:336,-0.1841,0.0240,1.2008,1.215
22:11:20:337,-0.1561,0.0240,1.1528,1.164
22:11:20:339,-0.1441,0.0320,1.1328,1.142
22:11:20:340,-0.1641,0.0440,1.2008,1.213
22:11:20:341,-0.1921,0.0200,1.1728,1.189
22:11:20:350,-0.1841,0.0160,1.1088,1.124
22:11:20:356,-0.1761,0.0400,1.1007,1.115
22:11:20:366,-0.2201,0.0881,1.1528,1.177
22:11:20:375,-0.2362,0.0720,1.2448,1.269
22:11:20:386,-0.2121,0.0240,1.2048,1.224
22:11:20:441,-0.1641,0.0120,1.1328,1.145
22:11:20:443,-0.1641,0.0120,0.9847,0.998
22:11:20:444,-0.1521,0.0881,0.9847,1.000
22:11:20:446,-0.2041,0.0680,1.0767,1.098
22:11:20:447,-0.2682,0.0280,1.2168,1.246
22:11:20:448,-0.2562,0.0040,1.2849,1.310
22:11:20:457,-0.2121,-0.0120,1.1928,1.212
22:11:20:466,-0.1481,0.0240,1.0687,1.079
22:11:20:476,-0.1401,0.0600,0.9246,0.937
22:11:20:486,-0.1321,0.0560,0.8446,0.857
22:11:20:539,-0.1641,0.0400,0.8646,0.881
22:11:20:541,-0.2282,0.0200,0.9246,0.953
22:11:20:542,-0.2682,-0.0120,0.9927,1.028
22:11:20:676,-0.2442,-0.0080,1.0527,1.081
22:11:20:678,-0.2482,0.0240,1.0807,1.109
22:11:20:679,-0.2121,0.0440,0.9687,0.993
22:11:20:680,-0.2242,0.0480,0.9607,0.988
22:11:20:681,-0.2682,0.0600,1.0767,1.111
22:11:20:682,-0.2962,0.0520,1.2248,1.261
